index	sentence
2554	 / status / 1152012170449653760 ? s = 20   … $ 
2555	 @ BittrexExchange # DelistPTON market manipulation $ 
2556	This is a painful moment in # CRYPTO for most of us that have been here for a while . Keeping your eye on the prize . @ creditscom $ cs # coin . If you believe in an # altcoin or # Bitcoin then # HODL on . Time is the key to future wealth and not instant gratification / gains . $ 
2557	Wealth often takes generations to lose , but it is eventually lost . Unfortunately we will still be hearing from roger vers grandchildren in 60 years . $ 
2558	But there WILL be receipts in the form of screenshots . $ 
2559	4 $ 
2560	"Most ppl that look at bitcoin without any research and think bad of it or think of it as a joke have "" Chucky cheese syndrome "" . Do some real reasearch you will be surprised . # btc # cryptocurrency # bitcoin # chuckycheese $ "
2561	I hodl sir . Haven’t you read previous articles I was in , I am a “noted hodler who usually stores his coins in cold storage” $ 
2562	WE ARE IN A BULL MARKET ! ! ! Everyone is expecting a 1000 % rise similar to 2017 . Well , this time the rise will be gradual . You need to buy all the crypto you need NOW ! Bitcoin was $3 , 400 6 months ago . Wake up ! HODL or get left behind . # bitcoin # litecoin # chainlink # link # xrp $ 
2563	Question on @ Quora : What method do you use to pick a cryptocurrency to HODL or day trade ? - you - use - to - pick - a - cryptocurrency - to - HODL - or - day - trade   … $ 
2564	I knew it $ 
2565	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 32z6X0s   $ 
2566	He is best known for breaking the story on the MtGox scam in 2014 . But his influence has been in decline since then . $ 
2567	官主導のカリフォルニア州の貧困率が高く 民主導のテキサス州が貧困率低いってなんかどっかで聞いたような だいたいお偉いさんは独善と企業献金汚職に走ってダメにする傾向にあるのかも。 / status / 1151781180137562112   … $ 
2568	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail bizpayecrypto . io   / 1150607206527713280   … $ 
2569	Because brown people . $ 
2570	 bizpayecrypto . io /   # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail / 1151438951397437440   … $ 
2571	you heard it here folks . . . everyone shits on electroneum , & i am here to tell you it has been CHOSEN to be the agenda 21 & agenda 30 CRYPTO . DIRECTOR HAS BEEN KNIGHTED BY THE QUEEN . if you wanna be RICH , listen to me . BUY ELECTRONEUM keep CALM AND HODL p2QWM   … $ 
2572	Many thanks @ TronTrade for your support . Without your exchange all our success with # tronbet and # ANTE would not have been possible ! $ 
2573	"Do you consider Tezos a "" shitcoin "" ? $ "
2574	It just won ' t stop , recently went all in since i don ' t have huge portfolio , will trade a smaller account and HODL the big bag $ 
2575	Get SMART hodl your $ ava tatus / 1151604296603066368   … $ 
2576	And 1 % of the earth shall be Winklevi $ 
2577	So huge . Atleast one guys is on ourside . BTC is unstoppable . tatus / 1151573307029770240   … $ 
2578	If this was run privately and not by the government somebody would’ve booby trapped this thing after the 2nd time $ 
2579	Now you ' re onto muscle gains $ 
2580	Exatamente $ 
2581	Very nice ! I like the little flower xrp icon it’s cute ! Good job guys $ 
2582	Wow . $ 
2583	Like they tried to stop the price from going below 6k . LOL . Like that could happen twice . Let alone hodl above 3 . 1K . Miner can ' t stop the price . . . I think so anyways ? ? ? $ 
2584	WTF so now America has Thought Police $ 
2585	Thanks fellas . Great call to listen in on too btw . Hodl on ! $ 
2586	Run ICO $ 
2587	JT株のチャート見ると 高配当株は買ったらダメだなぁ 高金利通貨やPoS通貨ステーキング通貨と同じ 配当株買うならコカ・コーラKOが欲しい $ 
2588	Rise and Shine XRP TIME Good Morning Crypto Pioneers Dream Without Limits # 0Doubt # Hodl # LIFE # XRP # CKJTV # DRFOMO $ 
2589	 / status / 1151482084256559104   … $ 
2590	Alas . . # bitcoin is dead . . again # bitcoins # bitcoinmining # eth # ripple # altcoins # bitcoincash # this # coming # coinbase # hodl # bitcoinnews # cryptocurrencies # altcoin # binary # the # cryptonews # ico # etherium # xrp # binaryoptions $ 
2591	 # HODL on tight - the bull run ! ! # bitcoin $ 
2592	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2YYPaxu   $ 
2593	Who can connect us with Gemini and @ benmezrich to discuss this at Voice of Blockchain ? Https : / / voiceofblockchain . com   s / status / 1151165644781604865   … $ 
2594	Gotta see Japan this year god willing . $ 
2595	Ripple is a centralized altcoin . That ' s why it with other centralized altcoins . $ 
2596	"Well looks like an ideal candidate as master scammer . "" pump and hodl "" xDDD $ "
2597	Make your own alt season $ erd $ 
2598	 $ 
2599	環境問題とSDGsの記事読んで 暇だったのでまとめてみました SDGsなどで世界的な大量生産大量消費社会が見直されそう 従来の成長戦略しかない日本はアウト？ \| ALIS alis . to / liskhodler / art icles / aw57lRjzp5Mo   … $ 
2600	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Y7NvZv   $ 
2601	 @ BIZpaye # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1151407980904140800   … $ 
2602	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2LmGePn   $ 
2603	 @ RippXrp ty for the tip kind sir ! Hodl and be strong ! Hope all is well with you and your loved ones ! Take care ! $ 
2604	 $ 
2605	 $ 
2606	Hmmm most futile ? Probably a brand new Chevy Tahoe . Should have bought a used one and saved 20k on the purchase . $ 
2607	Hodl up let me get chapo on FaceTime . $ 
2608	Waiting and watching current market swings . . no hurry . . # HODL is the key . . . swing and go . . # HODL is your shield . . not adding new positions ( unlike active traders I prefer medium to long horizon ) . . else this can be an eternal investment . . . # slowlybutsurely $ 
2609	Big Gains James $ 
2610	Chinese Court Declares Bitcoin a Legally Protected Asset : Report \| The Daily Hodl Ou quand le virtuel rejoint le réel ! ! ! # btc # BTC # btcnews nese - court - declares - bitcoin - a - legally - protected - asset - report /   … $ 
2611	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Z3qnsm   $ 
2612	 $ 
2613	We had that before in history . . . $ 
2614	Analyst Calls Bitcoin at $18K by September As Crypto Market Surges # Bitcoin # BTC $ BTC # Crypto lyst - calls - bitcoin - at - 18k - by - september - as - crypto - market - surges /   … $ 
2615	Rise and ShInE XRP Time Good Morning Crypto Pioneers Dream WithOut Limits # 0Doubt # Hodl # LIFE $ 
2616	Use debit card Or if you make wire from Barclays ( same bank as them ) they will credit your account within couple hours you can convert to crypto straight away but not transfer out for 5 days $ 
2617	What happens when the whole world hodls ? The world dosen ' t need a hodl coin we need peer to peer electronic cash . # bitcoincash $ 
2618	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151438951397437440   … $ 
2619	$Cryptocajun $ 
2620	Want to get blocked by @ maxkeiser ? Remind him of Maxcoin and the time he hated on Bitcoin core devs . $ 
2621	いよいよアルトのターンか！！ us / 1152027056093319169   … $ 
2622	HODL $ 
2623	また始まった。 少し下がるとこの手の発言が増える。 h / status / 1151486574531493888   … $ 
2624	Putz , uma bosta sempre pode piorar , meu Deus $ 
2625	It ' s not pegged 1 : 1 with any currency . Paypal is . $ 
2626	Check out my broadcast from my PlayStation 4 ! # PS4live ( Fortnite ) live at twitch . tv / tsg _ hodl   $ 
2627	Nah , although I would love to be paid to hype haha . Don ' t get me wrong , I ' m not excited for Libra itself . What I ' m excited for is the mainstream acceptance of crypto FB will bring . I don ' t see another big 2017ish pump until a new wave of $ in . FB soccer moms could be this wave . $ 
2628	Love that dude $ 
2629	Any additional Israeli banks ? $ 
2630	That year melo averaged 22 , 6 and 3 and blake averaged 22 , 6 and 5 $ 
2631	10 # shitcoins for 100x in year . 1 . # emc2 2 . # DGB 3 . # drgn 4 . # lisk 5 . # xvg 6 . # xrp 7 . # ltc 8 . # Chainlink 9 . # bis 10 . # sc JUST # HODL and enjoy the ride $ 
2632	 $ 
2633	Sherman is as much the man in the seat of power as the 6 year old your local fire - fighters put the hat on and let pull the engine horn . $ 
2634	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2YdqtjE   $ 
2635	It’s working now ! @ vitelabs fixed it ! $ 
2636	Link to her apology ? $ 
2637	This is an extremely disingenuous take by the Treasury Secretary . The dollar requires trust in order to work . My level of trust dropped while watching this interview . $ 
2638	 @ TheRealCFisch # hodl # LTC $ 
2639	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts etsy . me / 32D19mA   $ 
2640	Ready for the Fomo ! ! I’ll Hodl $ 
2641	Continue to HODL your alts that down over 50 % from late June . $ 
2642	CNBC Analyst Shorting BTC As Leading Crypto Hits $9 , 800 – Bitcoin , Ethereum , XRP , Litecoin , Bitcoin Cash , EOS , Binance Coin , Tron Forecasts \| The Daily Hodl c - analyst - shorting - btc - as - leading - crypto - hits - 9800 - bitcoin - ethereum - xrp - litecoin - bitcoin - cash - eos - binance - coin - tron - forecasts /   … $ 
2643	$ HODL : Cypherpunk Holdings Inc has gained a star , now a 2 star stock . (   ) $ 
2644	 $ 
2645	HODL is definitely a good option as well ! $ 
2646	What if the market price of BTC is actually $10 , 000 ? Not $100 , 000 . Not $1 Million . Ten Thousand . You could hodl for the next decade and it ' d still be $10 , 000 . What then hodlers ? $ 
2647	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1152018744366915585   … $ 
2648	I suck at it and fully admit it . So I hodl and still do just fine . $ 
2649	OMG $ 
2650	 # bitcoin has given me the most anxiety of my life . it ' s like a dam drug . # HODL $ 
2651	Just did this , now I can HODL some more stuff $ 
2652	This was a failure of Coinbase ' s ( a third party ) fees , actions , methods , and policies , and not a failure of the Bitcoin protocol . $ 
2653	lol , if you say so $ 
2654	Also my second bag . Just xrp and vet for me . $ 
2655	“Level Playing Field” Hodl # XRP ! ! Wonka Knows ! ! $ 
2656	True . A 40 % pullback usually precedes a huge pump . # HODL out for $8k $ BTC , at least . But be ready to buy back in @ $11 , 800 if you have to . . . status / 1151440791853813763   … $ 
2657	This project is very promising and I hope it will be useful for many people in the near future . I wish you best on ICO . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   $ 
2658	Honestly I was thinking about closing my short , read your tweet , got inspired and closed at 9407 . Beautiful call ! $ 
2659	" "" This is why our founding fathers considered , but decidedly rejected the creation of a national central bank . They understood that governments , even the best of governments , cannot control spending . "" - the - founders - rejected - a - central - bank /   … $ "
2660	 @ hartej _ bro is it possible to mentor or help this kid out in anyways . He is a very passionate kid with a software background . @ shawki _ sukker $ 
2661	The # Satoshi who is DEAD IN THE GROUND is helping to hodl up $ bch price . $ 
2662	Today is the day ! Be a part of it and get in on the opening of our IEO on DOBI Exchange . 1500 GMT \ + 8 today on dobiexchange . com   . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye $ 
2663	 @ cryptopototoy @ CrypTollBooth @ BMisy $ 
2664	AMAZING $ 
2665	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2LteBEv   $ 
2666	Probably a bear $ 
2667	Al parecer , la mayor actividad en el mercado de las criptomonedas , que a su vez provoca un mayor volatilidad , se debe a que es en ese momento en el que coinciden los traders occidentales y asiáticos . ow . ly / aOaB50v5F48   $ 
2668	Bitcoin didn ' t cost you $100 , your own lack of learning the most efficient and effective way to do the desired task cost you $100 . $ 
2669	48 % off Going On in Bitcoin Right Now . Buy BTC Short Banks . $ 
2670	 # BIZpaye is currently in the next funding phase of BIZpaye with the IEO . The proceeds are used to facilitate the expansion of BIZpaye worldwide , deploying electronic money in their own systems . # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto bizpayecrypto . io   $ 
2671	Our biggest fans this week : Marian _ XRP _ hodl , BacelaBathini , 2019 _ Gerard . Thank you ! via ource = twitter & utm _ medium = publishing & utm _ campaign = thank _ you _ tweet & utm _ content = text _ and _ media & utm _ term = 0f6c4929c6cb01ad8b92abcc   … $ 
2672	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Ya7xCs   $ 
2673	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1150993510415392768   … $ 
2674	Bro , stop . I’m already having heart palpitations from the bullishness $ 
2675	This „dept“ is pure virtual ! To whom do we owe this money ? To the Ferenghi ? Klingons ? No ! To ourselves the Humans on Earth ! So we can strike it out if we want ! It is just an economic number , virtual at all ! Money is fantasy , it works because we believe it has any value ! $ 
2676	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
2677	 @ OldTakesExposed save his twitter name for more content $ 
2678	"एसिया देशहरू होइन यो "" नेपाल "" हुनेछ । त्यस समयमा दैनिक किनमेलमा युज हुने लिब्रा होइन डिजिटल गोल्ड मानिने BITCOIN एक मात्र सुर्क्षित fund हुनेछ। Escape funds will go to BITCOIN ! $ "
2679	 @ CosaJuJu $ 
2680	If you ' ve been HODL ' ing for 2yrs \ + you need to rethink your strategy . . . . Don ' t whine that price isn ' t $589 or $1 . . . Realise these moves from . 28 to . 31 etc are giving you 10 % CONSISTENT GAINS HODL what you had - but make your NEW money WORK for you # XRP $ 
2681	Does it need PoW ? $ 
2682	Are you a trader or do you hodl ? $ 
2683	Don ' t give them more headline ideas $ 
2684	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2Z0XUDo   $ 
2685	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1059747385398738944   … / 1141756734530191362   … / 1151499430559981568   … $ 
2686	WTF are you talking about ho o / status / 1152053624089894913   … $ 
2687	you ' re chatroom is in spanish , $ 
2688	Do you want to be like Tonie ? She is smiling ! Why ? She participated in our IEO and got in at the lowest offer ! Your turn now . # BIZpaye @ BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
2689	I’m so bullish , In my mind we’re already at 100k . $ 
2690	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2SrH9P3   $ 
2691	Love the new 1 hour 24 hour and 7 day indicators on coinmarket app $ 
2692	 # Altseason — > Profit — > # stakingsats $ 
2693	Was reading a little , didn ' t know about Australia . - 1644 , New Holland - > Australia - 1645 , Nova Zeelandia  - > New Zealand ( named after Dutch province Zeeland ) - 1664 , New Amsterdam - > New York You see what the dutch did wrong ? They didn ' t hodl - 2020 , VeChain - > AmsterChain $ 
2694	 # CBEX ' s # campaign for you # crypto # blockchain # hodl # trader # cryptocurrency # bitcoin # litecoin # altcoins # deex # coinmarketcap # markets # bitshares # bts # cryptocoin # coin # coins # trading # криптовалюты # блокчейн # cryptomat # криптомат $ 
2695	Well said $ 
2696	 @ BIZpaye Trade has been operating for many years using a Barter Credit system - a localized non - fiat unit of payment . # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail bizpayecrypto . io   $ 
2697	It’s funny . F that $ 
2698	He did go radio silent . I do love his enthusiasm . $ 
2699	XRP could easily exceed $ 300 before the end of the year . New challenges in a digital economy and that is not BTC but XRP Because of : World Bank IMF ECB Moneygram RIA SBI Tata ( TCS ) SAP Temenos The Fed DTCC NACHA Accenture ACI Worldwide # XRP # RIPPLE # BTC # HODL # CRYPTO $ 
2700	Stop . Loss . Never set that below 20 % . Well I don ' t unless it ' s BTC . Not selling my BTC . Most shitcoins I have it at 10 % . The 1 best piece of advice I was given ? Never invest what you can ' t afford to lose . If you aren ' t a great trader okay . Buy BTC & hodl . It ' s only gone up . $ 
2701	Yep , $1M \ + # Bitcoin will do that $ 
2702	Preach it brother its my only hodl bag . . . . . been in this a few years an i thought i had my hodl bag until # Chainlink $ 
2703	Scam alert Do not send them your Digital Assets They are thieves $ 
2704	We ' re rolling out a more secure mobile key backup process for Keymaster Android . Full details on our blog post : blog . keys . casa / improving - mobi le - key - backup - on - android - keymaster /   … $ 
2705	Bizpaye Crypto is creating a real - world market place for the More details on the official site . bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye $ 
2706	Van Van Van @ vandudgreat \ + . 589 @ xrptipbot TEAM RT BABY # 0DOUBT # HODL # LIFE # XRP # XRPNEWS # CKJCRYPTONEWS # CKJTV # DRFOMO $ 
2707	Earning # bitcoins was never so easy . Refer & Earn @ Delta _ Exchange - # TradersFirst # Crypto Derivative Exchange Get 25 % for 1 year and 10 % for life . - - > delta . exchange / referral ? code = KTJFIC & utm _ source = twb & utm _ medium = tweet & utm _ campaign = twb   … # blockchain # hodl # cryptotrader # affiliate # bitcoin # cryptoexchange $ 
2708	 # btc # bitcoin Crypto Energy Drink from Poland . HODL via / r / Bitcoin ift . tt / 2Y1U2AU   $ 
2709	Hmmmm still not hodl any $ CHZ @ Chiliz . . . dont know buy or not to buy this token for now 99 % ico projects fail . . need to think $ 
2710	 @ Tronsupporter @ Ferdinand _ hodl @ manianban $ 
2711	 i / status / 1152215280455753728 ? s = 19   … $ 
2712	However I don’t want Nate being targeted by this mob that includes more than a few unstable characters . Nate and I have been on discussions together live . I think every cypherpunk Q and A on my channel . Easy to confirm , but he Mr . Hodl is happy to exploit my care for Nate . $ 
2713	So this injury happened during an attack in Albania , not because of smoking , and he never knew his image was used for cigarette packages all over Europe . Picture was taken at a hospital some day , to see if he could get prosthesis . Healthcare needs blockchain . / status / 1151556507131158529   … $ 
2714	Haha , Lol . Happy bday ! # burghproud $ 
2715	I didn ' t get that same feeling . $ 
2716	 # FreeRoss $ 
2717	Crypton Exchange A Revolutionary Cryptocurrency Exchange Visit Website = = > cryptonx . io   @ CryptonXchange # CryptonXchange $ 
2718	Just Hodl it ( - : $ 
2719	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Y4CuUN   $ 
2720	"Yep agree , his TA is a joke , even adds "" Smash that like button "" in his TA ruins any credibility he has . He also made various TA posts last year saying BTC bottomed at 6k and look how that turned out . Not hating on him but most of these guys are full of shit . $ "
2721	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151407980904140800   … $ 
2722	おお！スゲー！ コインポストに取り上げられてる！！ ってか LISKの記事って今年初めてくらいじゃない？ us / 1151694886875226113   … $ 
2723	 # bitcoin can enable the greatest transfer of wealth opportunity of this century if only you are willing to participate . So what will you do ? Will you buy and be a part of it ? # wealth # HODL $ 
2724	Did someone mention tulips ? $ 
2725	Interesting . I wonder what the real HODL rate is if we factor those who just use the exchange to purchase and quickly / immediately move assets to hardware wallets - which they should . $ BTC # Bitcoin atus / 1152159897280307200   … $ 
2726	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Y4BGPL   $ 
2727	Sold 1 / 3 of my litecoin and put that in bitcoin 3 months ago . I’ll hodl what I have in litecoin to 0 . I’m not really losing that much on it . Bought in at under 100 . $ 
2728	$ CWNR - My opinion : HODL for a big pay day - even if I had an average @ $ . 06 $ 
2729	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2YWAW0g   $ 
2730	Just like that $ XRPUSD back into the long term accumulation zone at . 29c . Plz Bradley save the level ! We loose this its gonna get ugly . # HODL # REKT # XRP # Crypto $ 
2731	Sabır ! Bir insandaki en önemli meziyetlerden biridir . Kısa vadeli düşünürsen ancak günü kurtarırsın . Büyük bir şey , kayda değer bir şey istiyorsan , uzun vadeli düşün . . # hodl # bitcoin # btc # tron # trx # VeChain # vet # ripple # xrp # stellar # xlm # ethereum # PundiX # NPXS # cosmos # atom $ 
2732	I would like to thank the Jihad Squad for raising Trump’s approval ratings $ 
2733	hodl ? $ 
2734	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1151407980904140800   … $ 
2735	I think we’ve moved up to “greater perceived safety” since murad posted this . Everyone is now a bitcoin maximalist . status / 1022169639386836992   … $ 
2736	The Hodl Index score for 07 / 17 / 2019 is : 1 rt   … # bitcoin $ 
2737	HODL WE RICH FOREVER $ 
2738	In what order would you invest ? - Real Estate - Stocks - Crypto - Precious Metals - Lambos $ 
2739	Fuck a Lambo , I’ll take the Corvette # Hodl $ 
2740	Don’t worry , NYC . You can keep your Schumer , Weiner , AOC , and other degenerates . We’ll keep Trump in the White House $ 
2741	Não vejo vantagem nenhuma nesse tipo de empreendimento , além de cafona não faz sentido . Aliás isso é Brasil . Autorizam uma obra desse porte e q se dane o entorno . $ 
2742	I just did it , now I can HODL some more $ 
2743	I ' m poor , hungry , and broke . Still I HODL ! ( I mean I ' m poor it ' s not like I HODL enough to matter . . . ) I am taking donations . . . No money means I can ' t # stacksats . . . ₿1KaKh6KhhdhZG7mvTyqPrJZxRaA3DPQaBK $ 
2744	ご冥福をお祈りしますいたします。。 早く収束することを願います。 募金などあったらやりたい。 / 1151694824199712769   … $ 
2745	possibly why $ SPX could fulfill the Revers HS that ' s been since it poked above the $294ish line , perhaps ? tatus / 1151956985056780296   … $ 
2746	Lol . Okay $ 
2747	Hahaha i didn ' t know digitsu still existed . tus / 1152037811996057600   … $ 
2748	HODL no more . . . . # Skycoin $ SKY $ BTC $ ETH $ LTC exchange . skycoin . net /   # Binance # Lbank # latoken # Coinsuper # Bitbns # bitcoinmeester # onepagex Or just exchange your # crypto in the # Skywallet . # trade # makemoney # exchange $ 
2749	HODL UP HOLD UP HOLD UPHOLD UP HOLD @ UP WHAT SI THIS tatus / 1151338072753287168   … $ 
2750	Ripple CEO Brad Garlinghouse Says Payments Innovation Needs Regulation – But Doesn ' t Need Facebook \| The Daily Hodl ple - ceo - brad - garlinghouse - says - payments - innovation - needs - regulation - but - doesnt - need - facebook /   … $ 
2751	That least it ' s just a fine local government is taking this guy ' s home for not mowing his lawn   $ 
2752	 151467506365870082   … $ 
2753	if you can hold for a million years . : ) $ 
2754	Like all those ppl telling us to buy $ BTC at $8500 . . Unless they can trade , and they were just lying . $ 
2755	When a you she is speaking mostly of herself and the things she values in her . When she insults you it’s flippant and meaningless . Men are opposite . “hey nice shoes” meaningless , no subtext . “That guy is a fucking coward” = I’m scared that I am a coward . $ 
2756	How will Trump recover from this , the Mueller investigation , campaign finance lawsuit , Stormi , and more ! ? ! ? $ 
2757	And no CEO $ 
2758	 status / 1151860605076332544 ? s = 19   … $ 
2759	LOL ok shitcoiner $ 
2760	2 $ 
2761	Link por favor $ 
2762	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1151499430559981568   … $ 
2763	One of these statements is true : 1 ) Cash has never been used for illicit activities 2 ) Politicians lie tus / 1151817678157484034   … $ 
2764	Latinas are the best $ 
2765	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Z1WdFC   $ 
2766	Dr FoMo BTR Retirement Plan # DRFOMO # HODL # LIFE NAFA tus / 1151958758337273856   … $ 
2767	Yes ! . It will be used exactly for this purpose . $ 
2768	You can participate in our OSS program too . Join us and get free annual subscription for Nexploit ! Submit on : opensource @ neuralegion . com # OpenSource tatus / 1151733694975172608   … $ 
2769	 # WednesdayThoughts Buy the dip ! # Tron $ TRX $ BTT $ 
2770	Everything is , it is # hodl time but into which # crypto is the great question ? ! ? # digitalcurrency # cryptocurrency # investments # MoneyTalks # futureofmaking follow me ! ! $ 
2771	Find me the CEO $ 
2772	How Will Increasing Adoption of Cryptocurrency Affect Real Estate ? \| The Daily Hodl - will - increasing - adoption - of - cryptocurrency - affect - real - estate /   … # cryptocurrency $ 
2773	Guider Travel Bitcointalk Thread Visit : bitcointalk . org / index . php ? topi c = 5140122 . 0   … @ guider _ official # guider _ official $ 
2774	I hit a dead end in a neighborhood today and turned around in your head atus / 1151573928499957761   … $ 
2775	 metronieuws . nl / consent . html ? r eturn = % 2Fin - het - nieuws % 2F2019 % 2F07 % 2Ftientallen - vogels - vergiftigd - vallen - uit - de - lucht   … $ 
2776	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
2777	Acheter du bitcoin : avant d ' investir ! # Bitcoin # Cryptos # Cryptocurrency # Hodl # Bitcoin2019 # bitcoinnews # cryptotrading # cryptotwitter # cryptomonnaies combattrelacrise . fr / acheter - du - bit coin /   … $ 
2778	It may ultimately go back to $6k but there is a lot of technical support as you know bw now and then . Nothing goes straight up or down . Even if you plan to # HODL you can still be smart and have a strategy . Selling at the peak area was all luck though $ 
2779	Sell or HODL ? $ 
2780	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2Z0PtYF   $ 
2781	Do you think that I fcuked up when I went on a livestream with @ yishi888 ? $ trx # trx # tron # question4Buffett # IGG # BTT $ 
2782	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Z0UmRv   $ 
2783	Στην επόμενη κυβέρνηση Εθνικού σκοπού - ενότητας - συνεργασίας , αντι για τον Παπαδήμο να βάλουμε τον Στουρνάρα τον κολητό του Μπαρουφάκη $ 
2784	I just did it , now I can finally HODL some more $ 
2785	Pas de tête mise à prix , juste un partage d ' analyse . Par contre ça piquera les # blockfolio d ' un paquet de # hodl . . Dont moi qui n ' a pas une analyse assez aboutie pour shorter . . Ou pas . $ 
2786	Is he a baby st bernie ? $ 
2787	" @ JoeSquawk "" Mr Mnuchen , those are nice glasses you have on "" @ stevenmnuchin1 "" What do you mean Joe I don ' t have glasses on today ? "" Joe : "" I can see them on you now "" "" Mnuchin : "" sorry Joe I ' m afraid your mistaken I am not wearing glasses today "" # Delusional $ "
